timestamp,syscall,args,result,latency
1765134204.9523416,openat,"AT_FDCWD, ""test_data.txt"", O_RDONLY|O_CLOEXEC",3,1e-05
1765134204.9523456,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,5e-06
1765134204.9523497,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,5e-06
1765134204.9523697,lseek,"3, 0, SEEK_CUR",0,5e-06
1765134204.9523735,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,4e-06
1765134204.9523888,lseek,"3, 0, SEEK_CUR",0,5e-06
1765134204.952392,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,4e-06
1765134204.9523966,read,"3, ""Logging some data to the disk...""..., 331",330,1.3e-05
1765134204.9524007,read,"3, """", 1",0,3e-06
1765134204.9524043,close,3,0,5e-06
1765134204.952583,unlink,"""test_data.txt""",0,8.7e-05
1765134204.9559345,openat,"AT_FDCWD, ""test_data.txt"", O_WRONLY|O_CREAT|O_TRUN",3,0.000341
1765134204.9563065,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=0, ...}, AT_",0,0.000114
1765134204.9570355,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,0.000277
1765134204.9577434,lseek,"3, 0, SEEK_CUR",0,0.000315
1765134204.9581106,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,0.000131
1765134204.958758,lseek,"3, 0, SEEK_CUR",0,0.000118
1765134204.9591508,write,"3, ""Logging some data to the disk...""..., 330",330,0.000166
1765134204.9595006,close,3,0,0.000174
1765134204.9598897,openat,"AT_FDCWD, ""test_data.txt"", O_RDONLY|O_CLOEXEC",3,0.000167
1765134204.9602242,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,0.000128
1765134204.9606466,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,8.2e-05
1765134204.960951,lseek,"3, 0, SEEK_CUR",0,0.000112
1765134204.961312,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,0.000142
1765134204.9616673,lseek,"3, 0, SEEK_CUR",0,0.000108
1765134204.9619288,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,9.7e-05
1765134204.9622548,read,"3, ""Logging some data to the disk...""..., 331",330,0.00018
1765134204.96258,read,"3, """", 1",0,0.000105
1765134204.962939,close,3,0,0.000163
1765134204.9634826,unlink,"""test_data.txt""",0,0.00026
1765134205.3431373,pselect6,"0, NULL, NULL, NULL, {tv_sec=0, tv_nsec=349290000}",0,0.378974
1765134205.7358127,pselect6,"0, NULL, NULL, NULL, {tv_sec=0, tv_nsec=356598000}",0,0.387606
1765134205.7372928,openat,"AT_FDCWD, ""test_data.txt"", O_WRONLY|O_CREAT|O_TRUN",3,0.000614
1765134205.7381139,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=0, ...}, AT_",0,0.000391
1765134205.7390082,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,0.000615
1765134205.7395825,lseek,"3, 0, SEEK_CUR",0,0.000254
1765134205.739998,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,0.000187
1765134205.7402494,lseek,"3, 0, SEEK_CUR",0,8.5e-05
1765134205.7406807,write,"3, ""Logging some data to the disk...""..., 330",330,0.000182
1765134205.7413173,close,3,0,0.000345
1765134205.7419844,openat,"AT_FDCWD, ""test_data.txt"", O_RDONLY|O_CLOEXEC",3,0.00033
1765134205.742319,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,0.000133
1765134205.7427416,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,0.000143
1765134205.7430298,lseek,"3, 0, SEEK_CUR",0,0.000101
1765134205.7434835,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,0.000185
1765134205.7440586,lseek,"3, 0, SEEK_CUR",0,0.000264
1765134205.744779,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,0.000164
1765134205.7459447,read,"3, ""Logging some data to the disk...""..., 331",330,0.000353
1765134205.7476683,read,"3, """", 1",0,0.000367
1765134205.7486951,close,3,0,0.00049
1765134205.7492862,unlink,"""test_data.txt""",0,0.000273
1765134205.7506363,openat,"AT_FDCWD, ""test_data.txt"", O_WRONLY|O_CREAT|O_TRUN",3,0.00043
1765134205.7511575,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=0, ...}, AT_",0,0.000218
1765134205.7517014,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,0.00019
1765134205.7521443,lseek,"3, 0, SEEK_CUR",0,0.000217
1765134205.7527487,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,0.000159
1765134205.7533054,lseek,"3, 0, SEEK_CUR",0,0.000281
1765134205.7537446,write,"3, ""Logging some data to the disk...""..., 330",330,0.000231
1765134205.7541142,close,3,0,0.000165
1765134205.7547312,openat,"AT_FDCWD, ""test_data.txt"", O_RDONLY|O_CLOEXEC",3,0.000201
1765134205.7552037,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,0.000209
1765134205.7561207,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,0.000499
1765134205.7565565,lseek,"3, 0, SEEK_CUR",0,0.000178
1765134205.7569718,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,0.000167
1765134205.757574,lseek,"3, 0, SEEK_CUR",0,0.000157
1765134205.758178,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,0.000314
1765134205.7589693,read,"3, ""Logging some data to the disk...""..., 331",330,0.000443
1765134205.759598,read,"3, """", 1",0,0.000252
1765134205.7600827,close,3,0,0.000178
1765134205.7610114,unlink,"""test_data.txt""",0,0.000724
1765134205.7616966,openat,"AT_FDCWD, ""test_data.txt"", O_WRONLY|O_CREAT|O_TRUN",3,0.000437
1765134205.7621732,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=0, ...}, AT_",0,0.000184
1765134205.7626915,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,0.000262
1765134205.7631097,lseek,"3, 0, SEEK_CUR",0,0.000174
1765134205.7641318,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,0.000145
1765134205.7655327,lseek,"3, 0, SEEK_CUR",0,0.000853
1765134205.7660863,write,"3, ""Logging some data to the disk...""..., 330",330,0.000312
1765134205.7664957,close,3,0,0.000178
1765134205.7668397,openat,"AT_FDCWD, ""test_data.txt"", O_RDONLY|O_CLOEXEC",3,0.000101
1765134205.7672038,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,0.000138
1765134205.7676775,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,0.000119
1765134205.7754233,lseek,"3, 0, SEEK_CUR",0,0.000344
1765134205.7907126,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,0.005857
1765134205.792024,lseek,"3, 0, SEEK_CUR",0,0.000184
1765134205.7939973,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,0.001508
1765134205.7959127,read,"3, ""Logging some data to the disk...""..., 331",330,0.000166
1765134205.7961283,read,"3, """", 1",0,0.00015
1765134205.7967641,close,3,0,0.000264
1765134205.7971663,unlink,"""test_data.txt""",0,0.000211
1765134206.5014744,pselect6,"0, NULL, NULL, NULL, {tv_sec=0, tv_nsec=489912000}",0,0.701797
1765134206.501879,openat,"AT_FDCWD, ""test_data.txt"", O_WRONLY|O_CREAT|O_TRUN",3,0.000261
1765134206.5027483,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=0, ...}, AT_",0,0.000264
1765134206.5036578,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,0.00067
1765134206.5041962,lseek,"3, 0, SEEK_CUR",0,0.000225
1765134206.5047688,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,0.000272
1765134206.5050611,lseek,"3, 0, SEEK_CUR",0,0.000114
1765134206.5055397,write,"3, ""Logging some data to the disk...""..., 330",330,0.000235
1765134206.5058491,close,3,0,0.000174
1765134206.50617,openat,"AT_FDCWD, ""test_data.txt"", O_RDONLY|O_CLOEXEC",3,0.000132
1765134206.5065732,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,0.000193
1765134206.5067668,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,0.000127
1765134206.5070508,lseek,"3, 0, SEEK_CUR",0,0.000125
1765134206.5072575,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,0.000121
1765134206.5076122,lseek,"3, 0, SEEK_CUR",0,0.000244
1765134206.507921,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,0.000117
1765134206.5081332,read,"3, ""Logging some data to the disk...""..., 331",330,0.000128
1765134206.5083284,read,"3, """", 1",0,0.000117
1765134206.5087981,close,3,0,0.00031
1765134206.509071,unlink,"""test_data.txt""",0,0.000167
1765134206.8459864,pselect6,"0, NULL, NULL, NULL, {tv_sec=0, tv_nsec=330581000}",0,0.336725
1765134206.8465552,openat,"AT_FDCWD, ""test_data.txt"", O_WRONLY|O_CREAT|O_TRUN",3,0.000355
1765134206.8470657,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=0, ...}, AT_",0,0.000135
1765134206.847286,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,0.000115
1765134206.848064,lseek,"3, 0, SEEK_CUR",0,0.00057
1765134206.8484652,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,0.000218
1765134206.8488724,lseek,"3, 0, SEEK_CUR",0,0.000201
1765134206.8493435,write,"3, ""Logging some data to the disk...""..., 330",330,0.000218
1765134206.8497007,close,3,0,0.000163
1765134206.8500283,openat,"AT_FDCWD, ""test_data.txt"", O_RDONLY|O_CLOEXEC",3,0.000152
1765134206.8504305,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,0.000224
1765134206.850638,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,0.000119
1765134206.8508365,lseek,"3, 0, SEEK_CUR",0,0.000119
1765134206.8510334,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,0.000116
1765134206.8512855,lseek,"3, 0, SEEK_CUR",0,0.000115
1765134206.8516712,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,0.000293
1765134206.851891,read,"3, ""Logging some data to the disk...""..., 331",330,0.000125
1765134206.8524969,read,"3, """", 1",0,0.000253
1765134206.852892,close,3,0,0.000128
1765134206.8533583,unlink,"""test_data.txt""",0,0.000188
1765134207.3245683,pselect6,"0, NULL, NULL, NULL, {tv_sec=0, tv_nsec=467752000}",0,0.470494
1765134207.3266108,openat,"AT_FDCWD, ""test_data.txt"", O_WRONLY|O_CREAT|O_TRUN",3,0.000354
1765134207.3270042,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=0, ...}, AT_",0,0.000142
1765134207.3273232,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,0.000211
1765134207.3282073,lseek,"3, 0, SEEK_CUR",0,0.000549
1765134207.3287697,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,0.000354
1765134207.3290346,lseek,"3, 0, SEEK_CUR",0,0.000122
1765134207.3293223,write,"3, ""Logging some data to the disk...""..., 330",330,0.000159
1765134207.3295975,close,3,0,0.000217
1765134207.3299036,openat,"AT_FDCWD, ""test_data.txt"", O_RDONLY|O_CLOEXEC",3,0.000129
1765134207.3301876,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,0.000126
1765134207.3308346,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,0.000216
1765134207.3310297,lseek,"3, 0, SEEK_CUR",0,0.000111
1765134207.3312187,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,0.00011
1765134207.331668,lseek,"3, 0, SEEK_CUR",0,0.000289
1765134207.3318846,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,0.00012
1765134207.332153,read,"3, ""Logging some data to the disk...""..., 331",330,0.000175
1765134207.3326833,read,"3, """", 1",0,0.000212
1765134207.3330352,close,3,0,0.000123
1765134207.3335853,unlink,"""test_data.txt""",0,0.000431
1765134207.773575,pselect6,"0, NULL, NULL, NULL, {tv_sec=0, tv_nsec=429698000}",0,0.437996
1765134207.7755363,openat,"AT_FDCWD, ""test_data.txt"", O_WRONLY|O_CREAT|O_TRUN",3,0.00027
1765134207.7762291,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=0, ...}, AT_",0,0.00027
1765134207.7778573,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,0.000633
1765134207.7821856,lseek,"3, 0, SEEK_CUR",0,0.002741
1765134207.7827272,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,0.000324
1765134207.783269,lseek,"3, 0, SEEK_CUR",0,0.00017
1765134207.7837942,write,"3, ""Logging some data to the disk...""..., 330",330,0.000264
1765134207.784145,close,3,0,0.000182
1765134207.7867658,openat,"AT_FDCWD, ""test_data.txt"", O_RDONLY|O_CLOEXEC",3,0.001288
1765134207.7872958,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,0.000159
1765134207.7879887,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,0.00035
1765134207.788303,lseek,"3, 0, SEEK_CUR",0,0.000139
1765134207.7889395,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,0.000445
1765134207.7893748,lseek,"3, 0, SEEK_CUR",0,0.000134
1765134207.7897422,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,0.000179
1765134207.7911477,read,"3, ""Logging some data to the disk...""..., 331",330,0.000736
1765134207.7915504,read,"3, """", 1",0,0.00018
1765134207.7920322,close,3,0,0.000176
1765134207.792716,unlink,"""test_data.txt""",0,0.000379
1765134207.7949934,openat,"AT_FDCWD, ""test_data.txt"", O_WRONLY|O_CREAT|O_TRUN",3,0.000196
1765134207.795797,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=0, ...}, AT_",0,0.000519
1765134207.7969995,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,0.000288
1765134207.7975156,lseek,"3, 0, SEEK_CUR",0,0.000161
1765134207.7981775,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,0.000147
1765134207.798701,lseek,"3, 0, SEEK_CUR",0,0.0003
1765134207.7992015,write,"3, ""Logging some data to the disk...""..., 330",330,0.000287
1765134207.8001704,close,3,0,0.000191
1765134207.8006651,openat,"AT_FDCWD, ""test_data.txt"", O_RDONLY|O_CLOEXEC",3,0.000154
1765134207.801202,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,0.000299
1765134207.8019912,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,0.000501
1765134207.803132,lseek,"3, 0, SEEK_CUR",0,0.000531
1765134207.8032975,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,0.000301
1765134207.8037832,lseek,"3, 0, SEEK_CUR",0,0.000135
1765134207.804298,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,0.000146
1765134207.8047116,read,"3, ""Logging some data to the disk...""..., 331",330,0.000162
1765134207.8050675,read,"3, """", 1",0,0.00015
1765134207.8058085,close,3,0,0.000329
1765134207.8061857,unlink,"""test_data.txt""",0,0.000228
1765134207.8066783,openat,"AT_FDCWD, ""test_data.txt"", O_WRONLY|O_CREAT|O_TRUN",3,0.000256
1765134207.807284,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=0, ...}, AT_",0,0.000344
1765134207.8097,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,0.000593
1765134207.8100038,lseek,"3, 0, SEEK_CUR",0,0.000181
1765134207.8107586,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,0.000385
1765134207.8111897,lseek,"3, 0, SEEK_CUR",0,0.000113
1765134207.811203,write,"3, ""Logging some data to the disk...""..., 330",330,0.000166
1765134207.8139162,close,3,0,0.001486
1765134207.814332,openat,"AT_FDCWD, ""test_data.txt"", O_RDONLY|O_CLOEXEC",3,0.000132
1765134207.8157258,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,0.000177
1765134207.81685,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,0.000438
1765134207.817335,lseek,"3, 0, SEEK_CUR",0,0.000188
1765134207.8184674,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,0.000346
1765134207.8192692,lseek,"3, 0, SEEK_CUR",0,0.000374
1765134207.820006,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,0.000478
1765134207.8211815,read,"3, ""Logging some data to the disk...""..., 331",330,0.000384
1765134207.821199,read,"3, """", 1",0,0.00017
1765134207.821571,close,3,0,0.000191
1765134207.8222969,unlink,"""test_data.txt""",0,0.000507
1765134208.173217,pselect6,"0, NULL, NULL, NULL, {tv_sec=0, tv_nsec=329789000}",0,0.348323
1765134208.1737618,openat,"AT_FDCWD, ""test_data.txt"", O_WRONLY|O_CREAT|O_TRUN",3,0.000279
1765134208.1741786,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=0, ...}, AT_",0,7e-06
1765134208.1741967,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,6e-06
1765134208.1742024,lseek,"3, 0, SEEK_CUR",0,3e-06
1765134208.174207,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,2e-06
1765134208.174211,lseek,"3, 0, SEEK_CUR",0,3e-06
1765134208.1742883,write,"3, ""Logging some data to the disk...""..., 330",330,0.0001
1765134208.1742957,close,3,0,6e-06
1765134208.1743531,openat,"AT_FDCWD, ""test_data.txt"", O_RDONLY|O_CLOEXEC",3,3.7e-05
1765134208.1743608,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,3e-06
1765134208.1746264,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,0.000184
1765134208.174636,lseek,"3, 0, SEEK_CUR",0,3e-06
1765134208.1746411,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,3e-06
1765134208.1746445,lseek,"3, 0, SEEK_CUR",0,3e-06
1765134208.1746502,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,3e-06
1765134208.174654,read,"3, ""Logging some data to the disk...""..., 331",330,7e-06
1765134208.1746585,read,"3, """", 1",0,3e-06
1765134208.1747708,close,3,0,4.9e-05
1765134208.174897,unlink,"""test_data.txt""",0,5.2e-05
1765134208.4638348,pselect6,"0, NULL, NULL, NULL, {tv_sec=0, tv_nsec=270600000}",0,0.281074
1765134208.4657466,openat,"AT_FDCWD, ""test_data.txt"", O_WRONLY|O_CREAT|O_TRUN",3,0.000436
1765134208.4675415,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=0, ...}, AT_",0,2e-05
1765134208.4675655,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,9e-06
1765134208.467576,lseek,"3, 0, SEEK_CUR",0,7e-06
1765134208.4675837,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,7e-06
1765134208.4675915,lseek,"3, 0, SEEK_CUR",0,8e-06
1765134208.46894,write,"3, ""Logging some data to the disk...""..., 330",330,0.000733
1765134208.4689534,close,3,0,0.000129
1765134208.468958,openat,"AT_FDCWD, ""test_data.txt"", O_RDONLY|O_CLOEXEC",3,1.3e-05
1765134208.4689631,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,6e-06
1765134208.468967,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,6e-06
1765134208.4689703,lseek,"3, 0, SEEK_CUR",0,5e-06
1765134208.4689736,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,5e-06
1765134208.468977,lseek,"3, 0, SEEK_CUR",0,5e-06
1765134208.4689796,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,1.4e-05
1765134208.4689827,read,"3, ""Logging some data to the disk...""..., 331",330,1.2e-05
1765134208.468986,read,"3, """", 1",0,6e-06
1765134208.4689887,close,3,0,7e-06
1765134208.4689953,unlink,"""test_data.txt""",0,0.000306
1765134208.471033,openat,"AT_FDCWD, ""test_data.txt"", O_WRONLY|O_CREAT|O_TRUN",3,3.2e-05
1765134208.4710486,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=0, ...}, AT_",0,3e-06
1765134208.4710543,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,3e-06
1765134208.471062,lseek,"3, 0, SEEK_CUR",0,3e-06
1765134208.4710653,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,3e-06
1765134208.4710684,lseek,"3, 0, SEEK_CUR",0,3e-06
1765134208.4710875,write,"3, ""Logging some data to the disk...""..., 330",330,1.3e-05
1765134208.4710925,close,3,0,5e-06
1765134208.4712186,openat,"AT_FDCWD, ""test_data.txt"", O_RDONLY|O_CLOEXEC",3,7e-06
1765134208.4712274,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,3e-06
1765134208.4712334,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,3e-06
1765134208.4712374,lseek,"3, 0, SEEK_CUR",0,3e-06
1765134208.4712412,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,3e-06
1765134208.4712446,lseek,"3, 0, SEEK_CUR",0,3e-06
1765134208.471248,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,3e-06
1765134208.471254,read,"3, ""Logging some data to the disk...""..., 331",330,4e-06
1765134208.471258,read,"3, """", 1",0,3e-06
1765134208.471261,close,3,0,3e-06
1765134208.471371,unlink,"""test_data.txt""",0,5.3e-05
1765134208.9542508,pselect6,"0, NULL, NULL, NULL, {tv_sec=0, tv_nsec=461203000}",0,0.482453
1765134208.9545014,openat,"AT_FDCWD, ""test_data.txt"", O_WRONLY|O_CREAT|O_TRUN",3,0.000291
1765134208.9545197,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=0, ...}, AT_",0,1.2e-05
1765134208.9545395,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,1.1e-05
1765134208.954551,lseek,"3, 0, SEEK_CUR",0,1e-05
1765134208.954568,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,9e-06
1765134208.9545782,lseek,"3, 0, SEEK_CUR",0,9e-06
1765134208.955264,write,"3, ""Logging some data to the disk...""..., 330",330,6.8e-05
1765134208.9552932,close,3,0,1.7e-05
1765134208.9553037,openat,"AT_FDCWD, ""test_data.txt"", O_RDONLY|O_CLOEXEC",3,4.4e-05
1765134208.9553127,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,1e-05
1765134208.9553301,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,8e-06
1765134208.9553382,lseek,"3, 0, SEEK_CUR",0,6e-06
1765134208.955346,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,5e-06
1765134208.9553566,lseek,"3, 0, SEEK_CUR",0,5e-06
1765134208.9559832,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,7e-06
1765134208.956002,read,"3, ""Logging some data to the disk...""..., 331",330,1.3e-05
1765134208.9560122,read,"3, """", 1",0,6e-06
1765134208.9560206,close,3,0,1.2e-05
1765134208.95608,unlink,"""test_data.txt""",0,0.000112
1765134208.9598956,openat,"AT_FDCWD, ""test_data.txt"", O_WRONLY|O_CREAT|O_TRUN",3,0.000218
1765134208.9599102,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=0, ...}, AT_",0,5e-06
1765134208.9599164,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,4e-06
1765134208.9599197,lseek,"3, 0, SEEK_CUR",0,5e-06
1765134208.959923,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,4e-06
1765134208.9599261,lseek,"3, 0, SEEK_CUR",0,4e-06
1765134208.9599288,write,"3, ""Logging some data to the disk...""..., 330",330,2.1e-05
1765134208.9599323,close,3,0,9e-06
1765134208.9599352,openat,"AT_FDCWD, ""test_data.txt"", O_RDONLY|O_CLOEXEC",3,7e-06
1765134208.9599385,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,3e-06
1765134208.959942,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,3e-06
1765134208.9599452,lseek,"3, 0, SEEK_CUR",0,4e-06
1765134208.9599483,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,4e-06
1765134208.9599514,lseek,"3, 0, SEEK_CUR",0,3e-06
1765134208.9599543,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,3e-06
1765134208.9599578,read,"3, ""Logging some data to the disk...""..., 331",330,4e-06
1765134208.9599621,read,"3, """", 1",0,4e-06
1765134208.9599807,close,3,0,5e-06
1765134208.959984,unlink,"""test_data.txt""",0,4.6e-05
1765134208.963004,openat,"AT_FDCWD, ""test_data.txt"", O_WRONLY|O_CREAT|O_TRUN",3,0.000253
1765134208.9638586,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=0, ...}, AT_",0,0.000485
1765134208.9646668,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,0.000481
1765134208.9650843,lseek,"3, 0, SEEK_CUR",0,0.000128
1765134208.9653447,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,0.000159
1765134208.9657161,lseek,"3, 0, SEEK_CUR",0,0.000126
1765134208.9660592,write,"3, ""Logging some data to the disk...""..., 330",330,0.000176
1765134208.966357,close,3,0,0.000148
1765134208.9669929,openat,"AT_FDCWD, ""test_data.txt"", O_RDONLY|O_CLOEXEC",3,7.4e-05
1765134208.9673142,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,0.000104
1765134208.967637,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,0.000155
1765134208.9679003,lseek,"3, 0, SEEK_CUR",0,0.000156
1765134208.9681933,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,0.000134
1765134208.9685822,lseek,"3, 0, SEEK_CUR",0,0.000223
1765134208.9689903,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,0.00015
1765134208.969302,read,"3, ""Logging some data to the disk...""..., 331",330,0.000141
1765134208.9696517,read,"3, """", 1",0,0.000182
1765134208.9699626,close,3,0,0.000143
1765134208.9706342,unlink,"""test_data.txt""",0,0.000485
1765134209.176691,pselect6,"0, NULL, NULL, NULL, {tv_sec=0, tv_nsec=182528000}",0,0.203899
1765134209.1788514,openat,"AT_FDCWD, ""test_data.txt"", O_WRONLY|O_CREAT|O_TRUN",3,0.001037
1765134209.1803622,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=0, ...}, AT_",0,0.000514
1765134209.1809027,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,0.000319
1765134209.181549,lseek,"3, 0, SEEK_CUR",0,0.000253
1765134209.182173,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,0.000224
1765134209.1827564,lseek,"3, 0, SEEK_CUR",0,0.000329
1765134209.1834974,write,"3, ""Logging some data to the disk...""..., 330",330,0.000433
1765134209.1840322,close,3,0,0.0003
1765134209.1845753,openat,"AT_FDCWD, ""test_data.txt"", O_RDONLY|O_CLOEXEC",3,0.000285
1765134209.185027,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,0.000197
1765134209.1885357,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,0.002295
1765134209.1885486,lseek,"3, 0, SEEK_CUR",0,3e-06
1765134209.188555,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,3e-06
1765134209.1885583,lseek,"3, 0, SEEK_CUR",0,2e-06
