timestamp,syscall,args,result,latency
1765134169.6349046,lseek,"3, 0, SEEK_CUR",0,9e-06
1765134169.6349108,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,8e-06
1765134169.6349165,lseek,"3, 0, SEEK_CUR",0,7e-06
1765134169.6349218,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,9e-06
1765134169.6349564,read,"3, ""Logging some data to the disk...""..., 331",330,1.7e-05
1765134169.634963,read,"3, """", 1",0,7e-06
1765134169.6349685,close,3,0,1.1e-05
1765134169.6356943,unlink,"""test_data.txt""",0,0.000394
1765134169.6357238,openat,"AT_FDCWD, ""test_data.txt"", O_WRONLY|O_CREAT|O_TRUN",3,5.2e-05
1765134169.635735,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=0, ...}, AT_",0,1e-05
1765134169.6358898,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,9e-06
1765134169.6359117,lseek,"3, 0, SEEK_CUR",0,8e-06
1765134169.6366448,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,0.00014
1765134169.6366873,lseek,"3, 0, SEEK_CUR",0,2.4e-05
1765134169.6372592,write,"3, ""Logging some data to the disk...""..., 330",330,0.000122
1765134169.6380985,close,3,0,0.000641
1765134169.6381254,openat,"AT_FDCWD, ""test_data.txt"", O_RDONLY|O_CLOEXEC",3,1.7e-05
1765134169.6381485,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,9e-06
1765134169.6381612,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,8e-06
1765134169.6384952,lseek,"3, 0, SEEK_CUR",0,0.000159
1765134169.638522,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,9e-06
1765134169.6385365,lseek,"3, 0, SEEK_CUR",0,9e-06
1765134169.6385536,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,1e-05
1765134169.6385648,read,"3, ""Logging some data to the disk...""..., 331",330,1.7e-05
1765134169.6385796,read,"3, """", 1",0,9e-06
1765134169.6389284,close,3,0,1.1e-05
1765134169.6393433,unlink,"""test_data.txt""",0,5.7e-05
1765134170.0959501,pselect6,"0, NULL, NULL, NULL, {tv_sec=0, tv_nsec=451185000}",0,0.451452
1765134170.323022,pselect6,"0, NULL, NULL, NULL, {tv_sec=0, tv_nsec=224977000}",0,0.226586
1765134170.3257053,openat,"AT_FDCWD, ""test_data.txt"", O_WRONLY|O_CREAT|O_TRUN",3,0.001841
1765134170.3308358,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=0, ...}, AT_",0,0.003259
1765134170.3354163,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,0.001657
1765134170.3380868,lseek,"3, 0, SEEK_CUR",0,0.001279
1765134170.3401124,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,0.000818
1765134170.3425333,lseek,"3, 0, SEEK_CUR",0,0.001093
1765134170.3447316,write,"3, ""Logging some data to the disk...""..., 330",330,0.001264
1765134170.3473768,close,3,0,0.001805
1765134170.3504803,openat,"AT_FDCWD, ""test_data.txt"", O_RDONLY|O_CLOEXEC",3,0.001213
1765134170.3531072,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,0.000928
1765134170.35441,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,0.000312
1765134170.3562064,lseek,"3, 0, SEEK_CUR",0,0.000792
1765134170.356923,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,0.000252
1765134170.35785,lseek,"3, 0, SEEK_CUR",0,0.000347
1765134170.359171,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,0.000675
1765134170.3608098,read,"3, ""Logging some data to the disk...""..., 331",330,0.000497
1765134170.3624806,read,"3, """", 1",0,0.000736
1765134170.3641095,close,3,0,0.000815
1765134170.3677492,unlink,"""test_data.txt""",0,0.002592
1765134170.3684769,openat,"AT_FDCWD, ""test_data.txt"", O_WRONLY|O_CREAT|O_TRUN",3,0.00091
1765134170.3705337,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=0, ...}, AT_",0,0.00059
1765134170.3707962,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,0.000508
1765134170.3720803,lseek,"3, 0, SEEK_CUR",0,0.000501
1765134170.3729482,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,9.7e-05
1765134170.3876941,lseek,"3, 0, SEEK_CUR",0,0.014213
1765134170.3890228,write,"3, ""Logging some data to the disk...""..., 330",330,0.001136
1765134170.3901565,close,3,0,0.000433
1765134170.3907468,openat,"AT_FDCWD, ""test_data.txt"", O_RDONLY|O_CLOEXEC",3,0.000273
1765134170.3926992,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,0.000423
1765134170.4182587,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,0.017171
1765134170.4191957,lseek,"3, 0, SEEK_CUR",0,0.000388
1765134170.42076,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,0.000428
1765134170.42223,lseek,"3, 0, SEEK_CUR",0,0.000531
1765134170.423808,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,0.000679
1765134170.4248974,read,"3, ""Logging some data to the disk...""..., 331",330,0.000457
1765134170.426745,read,"3, """", 1",0,0.000763
1765134170.4276798,close,3,0,0.00067
1765134170.4311557,unlink,"""test_data.txt""",0,0.002306
1765134170.4325738,openat,"AT_FDCWD, ""test_data.txt"", O_WRONLY|O_CREAT|O_TRUN",3,0.000531
1765134170.4341373,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=0, ...}, AT_",0,0.000357
1765134170.4355497,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,0.000464
1765134170.4384859,lseek,"3, 0, SEEK_CUR",0,1.1e-05
1765134170.4385748,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,7e-06
1765134170.4386473,lseek,"3, 0, SEEK_CUR",0,7e-06
1765134170.439131,write,"3, ""Logging some data to the disk...""..., 330",330,0.000387
1765134170.4392364,close,3,0,2.8e-05
1765134170.4396093,openat,"AT_FDCWD, ""test_data.txt"", O_RDONLY|O_CLOEXEC",3,0.000177
1765134170.4396863,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,1e-05
1765134170.4397538,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,1.4e-05
1765134170.4397962,lseek,"3, 0, SEEK_CUR",0,9e-06
1765134170.4398315,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,6e-06
1765134170.4398816,lseek,"3, 0, SEEK_CUR",0,5e-06
1765134170.439922,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,8e-06
1765134170.4399753,read,"3, ""Logging some data to the disk...""..., 331",330,1.6e-05
1765134170.4400318,read,"3, """", 1",0,9e-06
1765134170.440074,close,3,0,1.6e-05
1765134170.4410589,unlink,"""test_data.txt""",0,0.000759
1765134170.8748245,pselect6,"0, NULL, NULL, NULL, {tv_sec=0, tv_nsec=430921000}",0,0.432784
1765134171.1705732,pselect6,"0, NULL, NULL, NULL, {tv_sec=0, tv_nsec=285563000}",0,0.293068
1765134171.4561443,pselect6,"0, NULL, NULL, NULL, {tv_sec=0, tv_nsec=282400000}",0,0.286129
1765134171.8929944,pselect6,"0, NULL, NULL, NULL, {tv_sec=0, tv_nsec=413333000}",0,0.43647
1765134172.1613991,pselect6,"0, NULL, NULL, NULL, {tv_sec=0, tv_nsec=240257000}",0,0.265857
1765134172.1692073,openat,"AT_FDCWD, ""test_data.txt"", O_WRONLY|O_CREAT|O_TRUN",3,0.00409
1765134172.1778796,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=0, ...}, AT_",0,0.003017
1765134172.1798089,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,0.000788
1765134172.18108,lseek,"3, 0, SEEK_CUR",0,0.000762
1765134172.1859152,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,0.00119
1765134172.1883123,lseek,"3, 0, SEEK_CUR",0,0.001143
1765134172.1913953,write,"3, ""Logging some data to the disk...""..., 330",330,0.001274
1765134172.1932619,close,3,0,0.000916
1765134172.1947823,openat,"AT_FDCWD, ""test_data.txt"", O_RDONLY|O_CLOEXEC",3,0.000814
1765134172.19639,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,0.000675
1765134172.1978924,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,0.000596
1765134172.1993287,lseek,"3, 0, SEEK_CUR",0,0.000609
1765134172.2005007,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,0.000435
1765134172.2017696,lseek,"3, 0, SEEK_CUR",0,0.000528
1765134172.2028842,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,0.000562
1765134172.2046227,read,"3, ""Logging some data to the disk...""..., 331",330,0.000697
1765134172.20581,read,"3, """", 1",0,0.000646
1765134172.2071066,close,3,0,0.000507
1765134172.2086694,unlink,"""test_data.txt""",0,0.000704
1765134172.2107193,openat,"AT_FDCWD, ""test_data.txt"", O_WRONLY|O_CREAT|O_TRUN",3,0.000881
1765134172.2116494,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=0, ...}, AT_",0,0.000374
1765134172.2127645,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,0.000554
1765134172.2138224,lseek,"3, 0, SEEK_CUR",0,0.000487
1765134172.2148414,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,0.000559
1765134172.215575,lseek,"3, 0, SEEK_CUR",0,0.000375
1765134172.216728,write,"3, ""Logging some data to the disk...""..., 330",330,0.000747
1765134172.228549,close,3,0,0.000573
1765134172.2362936,openat,"AT_FDCWD, ""test_data.txt"", O_RDONLY|O_CLOEXEC",3,0.000617
1765134172.2382367,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,0.001044
1765134172.2410228,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,0.001534
1765134172.2421257,lseek,"3, 0, SEEK_CUR",0,0.000421
1765134172.2437742,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,0.000606
1765134172.2478654,lseek,"3, 0, SEEK_CUR",0,0.001717
1765134172.2478921,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,0.000487
1765134172.2485638,read,"3, ""Logging some data to the disk...""..., 331",330,0.000405
1765134172.2498095,read,"3, """", 1",0,0.000418
1765134172.2670317,close,3,0,0.000499
1765134172.2692423,unlink,"""test_data.txt""",0,0.004806
1765134172.2742267,openat,"AT_FDCWD, ""test_data.txt"", O_WRONLY|O_CREAT|O_TRUN",3,0.00065
1765134172.2757547,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=0, ...}, AT_",0,0.000961
1765134172.277125,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,0.000336
1765134172.277299,lseek,"3, 0, SEEK_CUR",0,0.000266
1765134172.2785902,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,0.000272
1765134172.2800562,lseek,"3, 0, SEEK_CUR",0,0.001071
1765134172.2816455,write,"3, ""Logging some data to the disk...""..., 330",330,0.000722
1765134172.284679,close,3,0,0.000359
1765134172.2903643,openat,"AT_FDCWD, ""test_data.txt"", O_RDONLY|O_CLOEXEC",3,0.00039
1765134172.2920053,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,0.000319
1765134172.29263,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,0.000578
1765134172.3061624,lseek,"3, 0, SEEK_CUR",0,0.003634
1765134172.3078773,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,0.000675
1765134172.3095467,lseek,"3, 0, SEEK_CUR",0,0.00035
1765134172.3095944,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,0.000239
1765134172.3115616,read,"3, ""Logging some data to the disk...""..., 331",330,0.002213
1765134172.312373,read,"3, """", 1",0,0.000378
1765134172.3148007,close,3,0,0.000598
1765134172.3165355,unlink,"""test_data.txt""",0,0.002
1765134172.3296733,openat,"AT_FDCWD, ""test_data.txt"", O_WRONLY|O_CREAT|O_TRUN",3,0.003538
1765134172.3323348,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=0, ...}, AT_",0,0.000632
1765134172.336364,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,0.001727
1765134172.339139,lseek,"3, 0, SEEK_CUR",0,0.000876
1765134172.3392034,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,0.000404
1765134172.3403053,lseek,"3, 0, SEEK_CUR",0,0.001236
1765134172.3416245,write,"3, ""Logging some data to the disk...""..., 330",330,0.00043
1765134172.3431377,close,3,0,0.00095
1765134172.3449013,openat,"AT_FDCWD, ""test_data.txt"", O_RDONLY|O_CLOEXEC",3,0.000876
1765134172.3476396,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,0.000707
1765134172.3477244,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,0.000729
1765134172.349852,lseek,"3, 0, SEEK_CUR",0,0.000764
1765134172.3517237,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,0.00072
1765134172.3533225,lseek,"3, 0, SEEK_CUR",0,0.000384
1765134172.3538537,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,0.000593
1765134172.35592,read,"3, ""Logging some data to the disk...""..., 331",330,0.000454
1765134172.3559496,read,"3, """", 1",0,0.000294
1765134172.3566384,close,3,0,0.000347
1765134172.3603978,unlink,"""test_data.txt""",0,0.003542
1765134172.8250504,pselect6,"0, NULL, NULL, NULL, {tv_sec=0, tv_nsec=462668000}",0,0.46381
1765134173.2904592,pselect6,"0, NULL, NULL, NULL, {tv_sec=0, tv_nsec=458205000}",0,0.462405
1765134173.4958038,pselect6,"0, NULL, NULL, NULL, {tv_sec=0, tv_nsec=198115000}",0,0.200909
1765134173.4960117,openat,"AT_FDCWD, ""test_data.txt"", O_WRONLY|O_CREAT|O_TRUN",3,0.001621
1765134173.50019,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=0, ...}, AT_",0,4.2e-05
1765134173.5061138,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,0.003623
1765134173.5062203,lseek,"3, 0, SEEK_CUR",0,2.3e-05
1765134173.506264,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,1.9e-05
1765134173.5062995,lseek,"3, 0, SEEK_CUR",0,1.5e-05
1765134173.508224,write,"3, ""Logging some data to the disk...""..., 330",330,0.001107
1765134173.5082786,close,3,0,4.7e-05
1765134173.5083,openat,"AT_FDCWD, ""test_data.txt"", O_RDONLY|O_CLOEXEC",3,4.1e-05
1765134173.5091405,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,4.4e-05
1765134173.509195,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,2e-05
1765134173.5092137,lseek,"3, 0, SEEK_CUR",0,1.9e-05
1765134173.509229,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,2e-05
1765134173.5092416,lseek,"3, 0, SEEK_CUR",0,1.5e-05
1765134173.5092704,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,2e-05
1765134173.5092843,read,"3, ""Logging some data to the disk...""..., 331",330,8.5e-05
1765134173.5093043,read,"3, """", 1",0,1.9e-05
1765134173.5101607,close,3,0,4.9e-05
1765134173.5118625,unlink,"""test_data.txt""",0,0.000815
1765134174.0122721,pselect6,"0, NULL, NULL, NULL, {tv_sec=0, tv_nsec=482644000}",0,0.492113
1765134174.1530154,pselect6,"0, NULL, NULL, NULL, {tv_sec=0, tv_nsec=137332000}",0,0.141226
1765134174.153821,openat,"AT_FDCWD, ""test_data.txt"", O_WRONLY|O_CREAT|O_TRUN",3,0.000516
1765134174.1540198,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=0, ...}, AT_",0,2.4e-05
1765134174.1548152,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,3.5e-05
1765134174.155439,lseek,"3, 0, SEEK_CUR",0,2.3e-05
1765134174.1556096,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,2.1e-05
1765134174.1591566,lseek,"3, 0, SEEK_CUR",0,0.001553
1765134174.1617174,write,"3, ""Logging some data to the disk...""..., 330",330,0.001629
1765134174.1634593,close,3,0,0.000762
1765134174.1658416,openat,"AT_FDCWD, ""test_data.txt"", O_RDONLY|O_CLOEXEC",3,0.000839
1765134174.1688938,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,0.000807
1765134174.1703804,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,0.000499
1765134174.172152,lseek,"3, 0, SEEK_CUR",0,0.000839
1765134174.1733274,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,0.000691
1765134174.1743395,lseek,"3, 0, SEEK_CUR",0,0.000315
1765134174.1757123,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,0.000508
1765134174.185071,read,"3, ""Logging some data to the disk...""..., 331",330,0.000452
1765134174.1857653,read,"3, """", 1",0,0.000262
1765134174.1866906,close,3,0,0.00041
1765134174.1893144,unlink,"""test_data.txt""",0,0.001844
1765134174.3418338,pselect6,"0, NULL, NULL, NULL, {tv_sec=0, tv_nsec=134507000}",0,0.147815
1765134174.6640236,pselect6,"0, NULL, NULL, NULL, {tv_sec=0, tv_nsec=302797000}",0,0.305197
1765134174.668795,openat,"AT_FDCWD, ""test_data.txt"", O_WRONLY|O_CREAT|O_TRUN",3,0.002129
1765134174.6718037,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=0, ...}, AT_",0,0.001018
1765134174.674682,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,0.001329
1765134174.677328,lseek,"3, 0, SEEK_CUR",0,0.000872
1765134174.6803823,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,0.00108
1765134174.6820164,lseek,"3, 0, SEEK_CUR",0,0.000683
1765134174.6843424,write,"3, ""Logging some data to the disk...""..., 330",330,0.001005
1765134174.6861155,close,3,0,0.000978
1765134174.6879046,openat,"AT_FDCWD, ""test_data.txt"", O_RDONLY|O_CLOEXEC",3,0.000564
1765134174.6890814,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,0.000419
1765134174.69001,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,0.000415
1765134174.6910355,lseek,"3, 0, SEEK_CUR",0,0.000395
1765134174.6922302,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,0.000491
1765134174.6940022,lseek,"3, 0, SEEK_CUR",0,0.000728
1765134174.6948047,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,0.00034
1765134174.6967301,read,"3, ""Logging some data to the disk...""..., 331",330,0.000687
1765134174.6980295,read,"3, """", 1",0,0.000591
1765134174.6995509,close,3,0,0.000447
1765134174.7006657,unlink,"""test_data.txt""",0,0.000978
1765134174.7009797,openat,"AT_FDCWD, ""test_data.txt"", O_WRONLY|O_CREAT|O_TRUN",3,0.000242
1765134174.7010038,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=0, ...}, AT_",0,1e-05
1765134174.7010202,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,9e-06
1765134174.7010305,lseek,"3, 0, SEEK_CUR",0,8e-06
1765134174.7010462,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,8e-06
1765134174.7010548,lseek,"3, 0, SEEK_CUR",0,8e-06
1765134174.7014925,write,"3, ""Logging some data to the disk...""..., 330",330,0.000107
1765134174.7015152,close,3,0,1.5e-05
1765134174.701525,openat,"AT_FDCWD, ""test_data.txt"", O_RDONLY|O_CLOEXEC",3,1.4e-05
1765134174.7015316,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,9e-06
1765134174.7015383,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,8e-06
1765134174.7015443,lseek,"3, 0, SEEK_CUR",0,8e-06
1765134174.7015498,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,8e-06
1765134174.7026205,lseek,"3, 0, SEEK_CUR",0,1.8e-05
1765134174.703151,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,1e-05
1765134174.7031832,read,"3, ""Logging some data to the disk...""..., 331",330,3.8e-05
1765134174.703196,read,"3, """", 1",0,1.4e-05
1765134174.7032056,close,3,0,1.1e-05
1765134174.703215,unlink,"""test_data.txt""",0,0.000165
1765134174.7037048,openat,"AT_FDCWD, ""test_data.txt"", O_WRONLY|O_CREAT|O_TRUN",3,0.000203
1765134174.7039905,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=0, ...}, AT_",0,1.4e-05
1765134174.7040184,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,9e-06
1765134174.7040305,lseek,"3, 0, SEEK_CUR",0,9e-06
1765134174.704147,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,9e-06
1765134174.7041693,lseek,"3, 0, SEEK_CUR",0,8e-06
1765134174.7047286,write,"3, ""Logging some data to the disk...""..., 330",330,0.00034
1765134174.704904,close,3,0,0.00014
1765134174.7049246,openat,"AT_FDCWD, ""test_data.txt"", O_RDONLY|O_CLOEXEC",3,1.7e-05
1765134174.7049387,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,9e-06
1765134174.7049553,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,9e-06
1765134174.7049658,lseek,"3, 0, SEEK_CUR",0,8e-06
1765134174.7049785,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,8e-06
1765134174.7051275,lseek,"3, 0, SEEK_CUR",0,8e-06
1765134174.7051494,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,8e-06
1765134174.705162,read,"3, ""Logging some data to the disk...""..., 331",330,1.5e-05
1765134174.705174,read,"3, """", 1",0,8e-06
1765134174.7051907,close,3,0,1e-05
1765134174.7061062,unlink,"""test_data.txt""",0,0.000676
1765134174.8329155,pselect6,"0, NULL, NULL, NULL, {tv_sec=0, tv_nsec=122504000}",0,0.126198
1765134175.027202,pselect6,"0, NULL, NULL, NULL, {tv_sec=0, tv_nsec=180464000}",0,0.180859
1765134175.0272563,openat,"AT_FDCWD, ""test_data.txt"", O_WRONLY|O_CREAT|O_TRUN",3,0.00047
1765134175.0272734,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=0, ...}, AT_",0,9e-06
1765134175.0272932,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,8e-06
1765134175.027306,lseek,"3, 0, SEEK_CUR",0,7e-06
1765134175.0273178,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,7e-06
1765134175.0273287,lseek,"3, 0, SEEK_CUR",0,7e-06
1765134175.0273414,write,"3, ""Logging some data to the disk...""..., 330",330,0.000111
1765134175.0273552,close,3,0,1.4e-05
1765134175.0273657,openat,"AT_FDCWD, ""test_data.txt"", O_RDONLY|O_CLOEXEC",3,1.4e-05
1765134175.0273778,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,7e-06
1765134175.0273914,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,8e-06
1765134175.027417,lseek,"3, 0, SEEK_CUR",0,8e-06
1765134175.0278206,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,7e-06
1765134175.0278337,lseek,"3, 0, SEEK_CUR",0,7e-06
1765134175.0278435,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,7e-06
1765134175.0279195,read,"3, ""Logging some data to the disk...""..., 331",330,4.1e-05
1765134175.0279324,read,"3, """", 1",0,8e-06
1765134175.0279422,close,3,0,8e-06
1765134175.0279646,unlink,"""test_data.txt""",0,0.000332
1765134175.0279768,openat,"AT_FDCWD, ""test_data.txt"", O_WRONLY|O_CREAT|O_TRUN",3,3.2e-05
1765134175.027989,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=0, ...}, AT_",0,7e-06
1765134175.0280015,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,7e-06
1765134175.0280128,lseek,"3, 0, SEEK_CUR",0,7e-06
1765134175.0280247,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,6e-06
1765134175.028035,lseek,"3, 0, SEEK_CUR",0,6e-06
1765134175.0281036,write,"3, ""Logging some data to the disk...""..., 330",330,2.2e-05
1765134175.028124,close,3,0,1.1e-05
1765134175.0281398,openat,"AT_FDCWD, ""test_data.txt"", O_RDONLY|O_CLOEXEC",3,9e-06
1765134175.0281541,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,7e-06
1765134175.0281663,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,7e-06
1765134175.0281787,lseek,"3, 0, SEEK_CUR",0,6e-06
1765134175.0281913,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,6e-06
1765134175.0282087,lseek,"3, 0, SEEK_CUR",0,6e-06
1765134175.0282843,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,5e-06
1765134175.028303,read,"3, ""Logging some data to the disk...""..., 331",330,8e-06
1765134175.0283172,read,"3, """", 1",0,7e-06
1765134175.028329,close,3,0,5e-06
1765134175.0283449,unlink,"""test_data.txt""",0,2.6e-05
1765134175.028383,openat,"AT_FDCWD, ""test_data.txt"", O_WRONLY|O_CREAT|O_TRUN",3,1.9e-05
1765134175.0283988,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=0, ...}, AT_",0,5e-06
1765134175.0284126,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,7e-06
1765134175.0284243,lseek,"3, 0, SEEK_CUR",0,6e-06
1765134175.0284398,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,5e-06
1765134175.0284493,lseek,"3, 0, SEEK_CUR",0,9e-06
1765134175.028459,write,"3, ""Logging some data to the disk...""..., 330",330,1.3e-05
1765134175.0284708,close,3,0,9e-06
1765134175.0284843,openat,"AT_FDCWD, ""test_data.txt"", O_RDONLY|O_CLOEXEC",3,8e-06
1765134175.0284948,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,6e-06
1765134175.0285082,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,6e-06
1765134175.028517,lseek,"3, 0, SEEK_CUR",0,6e-06
1765134175.0285282,ioctl,"3, TCGETS, 0x7ffff5bab030",-1,5e-06
1765134175.0285444,lseek,"3, 0, SEEK_CUR",0,6e-06
1765134175.0290332,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=330, ...}, A",0,6e-06
1765134175.0290627,read,"3, ""Logging some data to the disk...""..., 331",330,1.1e-05
1765134175.0290759,read,"3, """", 1",0,7e-06
1765134175.0290873,close,3,0,8e-06
1765134175.0291047,unlink,"""test_data.txt""",0,8.9e-05
1765134175.198462,pselect6,"0, NULL, NULL, NULL, {tv_sec=0, tv_nsec=162987000}",0,0.168744
1765134175.620371,pselect6,"0, NULL, NULL, NULL, {tv_sec=0, tv_nsec=419511000}",0,0.420972
1765134175.8473988,pselect6,"0, NULL, NULL, NULL, {tv_sec=0, tv_nsec=209169000}",0,0.223935
1765134175.8475661,openat,"AT_FDCWD, ""test_data.txt"", O_WRONLY|O_CREAT|O_TRUN",3,0.00071
1765134175.8492873,newfstatat,"3, """", {st_mode=S_IFREG|0664, st_size=0, ...}, AT_",0,0.000135
1765134175.8515615,ioctl,"3, TCGETS, 0x7ffff5bab1e0",-1,0.000208
